latitude,longitude,kde,kde_norm
-24.6949,145.6812,0.752,1.23
-24.6949,146.2754,1.09,1.79
-24.6949,146.8696,1.575,2.58
-24.6949,147.4638,2.248,3.69
-24.6949,148.058,3.147,5.16
-24.6949,148.6522,4.299,7.05
-24.6949,149.2464,5.713,9.37
-24.6949,149.8406,7.37,12.09
-24.6949,150.4348,9.21,15.11
-24.6949,151.029,11.108,18.22
-24.6949,151.6232,12.865,21.1
-24.6949,152.2174,14.226,23.34
-24.6949,152.8116,14.939,24.51
-24.6949,153.4058,14.85,24.36
-24.6949,154.0,13.961,22.9
-24.1271,145.6812,0.517,0.85
-24.1271,146.2754,0.766,1.26
-24.1271,146.8696,1.125,1.85
-24.1271,147.4638,1.625,2.67
-24.1271,148.058,2.294,3.76
-24.1271,148.6522,3.149,5.17
-24.1271,149.2464,4.192,6.88
-24.1271,149.8406,5.4,8.86
-24.1271,150.4348,6.719,11.02
-24.1271,151.029,8.052,13.21
-24.1271,151.6232,9.262,15.19
-24.1271,152.2174,10.181,16.7
-24.1271,152.8116,10.652,17.47
-24.1271,153.4058,10.582,17.36
-24.1271,154.0,9.975,16.36
-23.5593,146.2754,0.527,0.86
-23.5593,146.8696,0.781,1.28
-23.5593,147.4638,1.136,1.86
-23.5593,148.058,1.61,2.64
-23.5593,148.6522,2.214,3.63
-23.5593,149.2464,2.948,4.84
-23.5593,149.8406,3.789,6.22
-23.5593,150.4348,4.695,7.7
-23.5593,151.029,5.595,9.18
-23.5593,151.6232,6.396,10.49
-23.5593,152.2174,6.992,11.47
-23.5593,152.8116,7.292,11.96
-23.5593,153.4058,7.241,11.88
-23.5593,154.0,6.844,11.23
-22.9915,146.8696,0.546,0.9
-22.9915,147.4638,0.783,1.28
-22.9915,148.058,1.098,1.8
-22.9915,148.6522,1.499,2.46
-22.9915,149.2464,1.988,3.26
-22.9915,149.8406,2.547,4.18
-22.9915,150.4348,3.144,5.16
-22.9915,151.029,3.73,6.12
-22.9915,151.6232,4.244,6.96
-22.9915,152.2174,4.621,7.58
-22.9915,152.8116,4.807,7.89
-22.9915,153.4058,4.772,7.83
-22.9915,154.0,4.521,7.42
-22.4237,147.4638,0.58,0.95
-22.4237,148.058,0.763,1.25
-22.4237,148.6522,1.0,1.64
-22.4237,149.2464,1.296,2.13
-22.4237,149.8406,1.643,2.7
-22.4237,150.4348,2.018,3.31
-22.4237,151.029,2.384,3.91
-22.4237,151.6232,2.704,4.44
-22.4237,152.2174,2.936,4.82
-22.4237,152.8116,3.05,5.0
-22.4237,153.4058,3.028,4.97
-22.4237,154.0,2.872,4.71
-21.8559,147.4638,0.551,0.9
-21.8559,148.058,0.614,1.01
-21.8559,148.6522,0.705,1.16
-21.8559,149.2464,0.842,1.38
-21.8559,149.8406,1.028,1.69
-21.8559,150.4348,1.243,2.04
-21.8559,151.029,1.46,2.4
-21.8559,151.6232,1.651,2.71
-21.8559,152.2174,1.789,2.93
-21.8559,152.8116,1.857,3.05
-21.8559,153.4058,1.844,3.03
-21.8559,154.0,1.751,2.87
-21.2881,146.2754,0.651,1.07
-21.2881,146.8696,0.733,1.2
-21.2881,147.4638,0.725,1.19
-21.2881,148.058,0.661,1.08
-21.2881,148.6522,0.6,0.98
-21.2881,149.2464,0.591,0.97
-21.2881,149.8406,0.643,1.05
-21.2881,150.4348,0.741,1.22
-21.2881,151.029,0.857,1.41
-21.2881,151.6232,0.964,1.58
-21.2881,152.2174,1.043,1.71
-21.2881,152.8116,1.082,1.77
-21.2881,153.4058,1.074,1.76
-21.2881,154.0,1.021,1.67
-20.7203,145.087,0.551,0.9
-20.7203,145.6812,0.84,1.38
-20.7203,146.2754,1.08,1.77
-20.7203,146.8696,1.173,1.92
-20.7203,147.4638,1.086,1.78
-20.7203,148.058,0.877,1.44
-20.7203,148.6522,0.652,1.07
-20.7203,151.6232,0.538,0.88
-20.7203,152.2174,0.58,0.95
-20.7203,152.8116,0.601,0.99
-20.7203,153.4058,0.597,0.98
-20.7203,154.0,0.567,0.93
-20.1525,145.087,0.847,1.39
-20.1525,145.6812,1.269,2.08
-20.1525,146.2754,1.604,2.63
-20.1525,146.8696,1.707,2.8
-20.1525,147.4638,1.535,2.52
-20.1525,148.058,1.176,1.93
-20.1525,148.6522,0.787,1.29
-19.5847,144.4928,0.68,1.12
-19.5847,145.087,1.165,1.91
-19.5847,145.6812,1.694,2.78
-19.5847,146.2754,2.087,3.42
-19.5847,146.8696,2.174,3.57
-19.5847,147.4638,1.912,3.14
-19.5847,148.058,1.424,2.34
-19.5847,148.6522,0.907,1.49
-19.5847,149.2464,0.51,0.84
-19.0169,144.4928,0.907,1.49
-19.0169,145.087,1.475,2.42
-19.0169,145.6812,2.048,3.36
-19.0169,146.2754,2.424,3.98
-19.0169,146.8696,2.441,4.0
-19.0169,147.4638,2.086,3.42
-19.0169,148.058,1.512,2.48
-19.0169,148.6522,0.932,1.53
-18.4492,143.8986,0.642,1.05
-18.4492,144.4928,1.155,1.89
-18.4492,145.087,1.772,2.91
-18.4492,145.6812,2.323,3.81
-18.4492,146.2754,2.604,4.27
-18.4492,146.8696,2.495,4.09
-18.4492,147.4638,2.041,3.35
-18.4492,148.058,1.424,2.34
-18.4492,148.6522,0.847,1.39
-17.8814,143.8986,0.809,1.33
-17.8814,144.4928,1.394,2.29
-17.8814,145.087,2.034,3.34
-17.8814,145.6812,2.522,4.14
-17.8814,146.2754,2.665,4.37
-17.8814,146.8696,2.406,3.95
-17.8814,147.4638,1.859,3.05
-17.8814,148.058,1.229,2.02
-17.8814,148.6522,0.696,1.14
-17.3136,143.8986,0.92,1.51
-17.3136,144.4928,1.541,2.53
-17.3136,145.087,2.172,3.56
-17.3136,145.6812,2.584,4.24
-17.3136,146.2754,2.601,4.27
-17.3136,146.8696,2.223,3.65
-17.3136,147.4638,1.619,2.66
-17.3136,148.058,1.007,1.65
-17.3136,148.6522,0.537,0.88
-16.7458,143.8986,0.911,1.49
-16.7458,144.4928,1.503,2.47
-16.7458,145.087,2.077,3.41
-16.7458,145.6812,2.409,3.95
-16.7458,146.2754,2.349,3.85
-16.7458,146.8696,1.93,3.17
-16.7458,147.4638,1.341,2.2
-16.7458,148.058,0.791,1.3
-16.178,143.8986,0.769,1.26
-16.178,144.4928,1.26,2.07
-16.178,145.087,1.724,2.83
-16.178,145.6812,1.972,3.24
-16.178,146.2754,1.889,3.1
-16.178,146.8696,1.516,2.49
-16.178,147.4638,1.023,1.68
-16.178,148.058,0.581,0.95
-15.6102,143.8986,0.548,0.9
-15.6102,144.4928,0.894,1.47
-15.6102,145.087,1.218,2.0
-15.6102,145.6812,1.383,2.27
-15.6102,146.2754,1.313,2.15
-15.6102,146.8696,1.041,1.71
-15.6102,147.4638,0.691,1.13
-15.0424,144.4928,0.533,0.87
-15.0424,145.087,0.724,1.19
-15.0424,145.6812,0.82,1.35
-15.0424,146.2754,0.775,1.27
-15.0424,146.8696,0.611,1.0
-14.4746,129.6377,0.653,1.07
-14.4746,130.2319,0.86,1.41
-14.4746,130.8261,0.945,1.55
-14.4746,131.4203,0.867,1.42
-14.4746,132.0145,0.664,1.09
-13.9068,129.0435,0.702,1.15
-13.9068,129.6377,1.106,1.81
-13.9068,130.2319,1.455,2.39
-13.9068,130.8261,1.599,2.62
-13.9068,131.4203,1.467,2.41
-13.9068,132.0145,1.124,1.84
-13.9068,132.6087,0.72,1.18
-13.339,128.4493,0.529,0.87
-13.339,129.0435,0.999,1.64
-13.339,129.6377,1.574,2.58
-13.339,130.2319,2.072,3.4
-13.339,130.8261,2.277,3.74
-13.339,131.4203,2.089,3.43
-13.339,132.0145,1.601,2.63
-13.339,132.6087,1.025,1.68
-13.339,133.2029,0.548,0.9
-12.7712,128.4493,0.634,1.04
-12.7712,129.0435,1.197,1.96
-12.7712,129.6377,1.887,3.1
-12.7712,130.2319,2.483,4.07
-12.7712,130.8261,2.728,4.48
-12.7712,131.4203,2.504,4.11
-12.7712,132.0145,1.919,3.15
-12.7712,132.6087,1.228,2.01
-12.7712,133.2029,0.656,1.08
-12.2034,128.4493,0.64,1.05
-12.2034,129.0435,1.207,1.98
-12.2034,129.6377,1.902,3.12
-12.2034,130.2319,2.503,4.11
-12.2034,130.8261,2.751,4.51
-12.2034,131.4203,2.525,4.14
-12.2034,132.0145,1.935,3.17
-12.2034,132.6087,1.238,2.03
-12.2034,133.2029,0.662,1.09
-11.6356,128.4493,0.543,0.89
-11.6356,129.0435,1.024,1.68
-11.6356,129.6377,1.614,2.65
-11.6356,130.2319,2.124,3.48
-11.6356,130.8261,2.334,3.83
-11.6356,131.4203,2.142,3.51
-11.6356,132.0145,1.641,2.69
-11.6356,132.6087,1.05,1.72
-11.6356,133.2029,0.561,0.92
-11.0678,129.0435,0.731,1.2
-11.0678,129.6377,1.152,1.89
-11.0678,130.2319,1.516,2.49
-11.0678,130.8261,1.666,2.73
-11.0678,131.4203,1.529,2.51
-11.0678,132.0145,1.172,1.92
-11.0678,132.6087,0.75,1.23
-10.5,129.6377,0.692,1.14
-10.5,130.2319,0.911,1.49
-10.5,130.8261,1.001,1.64
-10.5,131.4203,0.919,1.51
-10.5,132.0145,0.704,1.15
