latitude,longitude,kde,kde_norm
-34.3475,132.0145,0.99,1.62
-34.3475,132.6087,1.564,2.57
-34.3475,133.2029,2.42,3.97
-34.3475,133.7971,3.645,5.98
-34.3475,134.3913,5.312,8.71
-34.3475,134.9855,7.46,12.24
-34.3475,135.5797,10.062,16.51
-34.3475,136.1739,13.017,21.35
-34.3475,136.7681,16.144,26.48
-34.3475,137.3623,19.21,31.51
-34.3475,137.9565,21.98,36.06
-34.3475,138.5507,24.268,39.81
-34.3475,139.1449,25.99,42.64
-34.3475,139.7391,27.179,44.59
-34.3475,140.3333,27.976,45.89
-34.3475,140.9275,28.584,46.89
-34.3475,141.5217,29.218,47.93
-34.3475,142.1159,30.051,49.3
-34.3475,142.7101,31.187,51.16
-34.3475,143.3043,32.663,53.58
-34.3475,143.8986,34.466,56.54
-34.3475,144.4928,36.567,59.99
-34.3475,145.087,38.945,63.89
-34.3475,145.6812,41.595,68.24
-34.3475,146.2754,44.505,73.01
-34.3475,146.8696,47.633,78.14
-34.3475,147.4638,50.873,83.46
-34.3475,148.058,54.044,88.66
-34.3475,148.6522,56.884,93.32
-34.3475,149.2464,59.075,96.91
-34.3475,149.8406,60.27,98.87
-34.3475,150.4348,60.162,98.69
-34.3475,151.029,58.567,96.08
-34.3475,151.6232,55.493,91.03
-34.3475,152.2174,51.171,83.94
-34.3475,152.8116,45.998,75.46
-34.3475,153.4058,40.431,66.33
-34.3475,154.0,34.874,57.21
-33.7797,113.0,7.687,12.61
-33.7797,113.5942,9.672,15.87
-33.7797,114.1884,11.582,19.0
-33.7797,114.7826,13.159,21.59
-33.7797,115.3768,14.147,23.21
-33.7797,115.971,14.366,23.57
-33.7797,116.5652,13.781,22.61
-33.7797,117.1594,12.508,20.52
-33.7797,117.7536,10.773,17.67
-33.7797,118.3478,8.831,14.49
-33.7797,118.942,6.906,11.33
-33.7797,119.5362,5.159,8.46
-33.7797,120.1304,3.682,6.04
-33.7797,120.7246,2.509,4.12
-33.7797,121.3188,1.631,2.68
-33.7797,121.913,1.011,1.66
-33.7797,122.5072,0.597,0.98
-33.7797,131.4203,0.536,0.88
-33.7797,132.0145,0.86,1.41
-33.7797,132.6087,1.362,2.23
-33.7797,133.2029,2.112,3.46
-33.7797,133.7971,3.186,5.23
-33.7797,134.3913,4.65,7.63
-33.7797,134.9855,6.535,10.72
-33.7797,135.5797,8.819,14.47
-33.7797,136.1739,11.412,18.72
-33.7797,136.7681,14.152,23.22
-33.7797,137.3623,16.833,27.61
-33.7797,137.9565,19.248,31.58
-33.7797,138.5507,21.233,34.83
-33.7797,139.1449,22.715,37.26
-33.7797,139.7391,23.726,38.92
-33.7797,140.3333,24.393,40.02
-33.7797,140.9275,24.903,40.85
-33.7797,141.5217,25.451,41.75
-33.7797,142.1159,26.198,42.98
-33.7797,142.7101,27.248,44.7
-33.7797,143.3043,28.644,46.99
-33.7797,143.8986,30.385,49.85
-33.7797,144.4928,32.448,53.23
-33.7797,145.087,34.811,57.11
-33.7797,145.6812,37.459,61.45
-33.7797,146.2754,40.372,66.23
-33.7797,146.8696,43.513,71.38
-33.7797,147.4638,46.802,76.78
-33.7797,148.058,50.103,82.19
-33.7797,148.6522,53.208,87.29
-33.7797,149.2464,55.834,91.59
-33.7797,149.8406,57.634,94.55
-33.7797,150.4348,58.253,95.56
-33.7797,151.029,57.413,94.18
-33.7797,151.6232,55.017,90.25
-33.7797,152.2174,51.211,84.01
-33.7797,152.8116,46.358,76.05
-33.7797,153.4058,40.93,67.14
-33.7797,154.0,35.381,58.04
-33.2119,113.0,9.23,15.14
-33.2119,113.5942,11.668,19.14
-33.2119,114.1884,14.036,23.03
-33.2119,114.7826,16.005,26.26
-33.2119,115.3768,17.241,28.28
-33.2119,115.971,17.508,28.72
-33.2119,116.5652,16.761,27.5
-33.2119,117.1594,15.158,24.87
-33.2119,117.7536,12.995,21.32
-33.2119,118.3478,10.602,17.39
-33.2119,118.942,8.256,13.54
-33.2119,119.5362,6.147,10.08
-33.2119,120.1304,4.377,7.18
-33.2119,120.7246,2.979,4.89
-33.2119,121.3188,1.935,3.17
-33.2119,121.913,1.198,1.97
-33.2119,122.5072,0.707,1.16
-33.2119,132.0145,0.714,1.17
-33.2119,132.6087,1.129,1.85
-33.2119,133.2029,1.749,2.87
-33.2119,133.7971,2.637,4.33
-33.2119,134.3913,3.846,6.31
-33.2119,134.9855,5.404,8.87
-33.2119,135.5797,7.292,11.96
-33.2119,136.1739,9.435,15.48
-33.2119,136.7681,11.704,19.2
-33.2119,137.3623,13.929,22.85
-33.2119,137.9565,15.94,26.15
-33.2119,138.5507,17.606,28.88
-33.2119,139.1449,18.866,30.95
-33.2119,139.7391,19.751,32.4
-33.2119,140.3333,20.368,33.41
-33.2119,140.9275,20.872,34.24
-33.2119,141.5217,21.429,35.15
-33.2119,142.1159,22.177,36.38
-33.2119,142.7101,23.208,38.07
-33.2119,143.3043,24.563,40.29
-33.2119,143.8986,26.245,43.05
-33.2119,144.4928,28.238,46.32
-33.2119,145.087,30.518,50.06
-33.2119,145.6812,33.067,54.25
-33.2119,146.2754,35.861,58.83
-33.2119,146.8696,38.871,63.77
-33.2119,147.4638,42.041,68.97
-33.2119,148.058,45.277,74.28
-33.2119,148.6522,48.429,79.45
-33.2119,149.2464,51.263,84.1
-33.2119,149.8406,53.461,87.7
-33.2119,150.4348,54.654,89.66
-33.2119,151.029,54.506,89.42
-33.2119,151.6232,52.835,86.67
-33.2119,152.2174,49.693,81.52
-33.2119,152.8116,45.376,74.44
-33.2119,153.4058,40.328,66.16
-33.2119,154.0,35.018,57.45
-32.6441,113.0,10.372,17.01
-32.6441,113.5942,13.156,21.58
-32.6441,114.1884,15.876,26.04
-32.6441,114.7826,18.149,29.77
-32.6441,115.3768,19.576,32.11
-32.6441,115.971,19.879,32.61
-32.6441,116.5652,19.004,31.18
-32.6441,117.1594,17.144,28.12
-32.6441,117.7536,14.651,24.03
-32.6441,118.3478,11.913,19.54
-32.6441,118.942,9.25,15.17
-32.6441,119.5362,6.871,11.27
-32.6441,120.1304,4.885,8.01
-32.6441,120.7246,3.321,5.45
-32.6441,121.3188,2.156,3.54
-32.6441,121.913,1.335,2.19
-32.6441,122.5072,0.788,1.29
-32.6441,132.0145,0.567,0.93
-32.6441,132.6087,0.892,1.46
-32.6441,133.2029,1.376,2.26
-32.6441,133.7971,2.068,3.39
-32.6441,134.3913,3.009,4.94
-32.6441,134.9855,4.221,6.92
-32.6441,135.5797,5.691,9.34
-32.6441,136.1739,7.363,12.08
-32.6441,136.7681,9.139,14.99
-32.6441,137.3623,10.892,17.87
-32.6441,137.9565,12.494,20.5
-32.6441,138.5507,13.847,22.72
-32.6441,139.1449,14.906,24.45
-32.6441,139.7391,15.696,25.75
-32.6441,140.3333,16.301,26.74
-32.6441,140.9275,16.842,27.63
-32.6441,141.5217,17.448,28.62
-32.6441,142.1159,18.23,29.91
-32.6441,142.7101,19.261,31.6
-32.6441,143.3043,20.579,33.76
-32.6441,143.8986,22.19,36.4
-32.6441,144.4928,24.081,39.5
-32.6441,145.087,26.233,43.03
-32.6441,145.6812,28.626,46.96
-32.6441,146.2754,31.239,51.25
-32.6441,146.8696,34.045,55.85
-32.6441,147.4638,37.009,60.71
-32.6441,148.058,40.067,65.73
-32.6441,148.6522,43.114,70.73
-32.6441,149.2464,45.968,75.41
-32.6441,149.8406,48.354,79.32
-32.6441,150.4348,49.925,81.9
-32.6441,151.029,50.33,82.57
-32.6441,151.6232,49.335,80.93
-32.6441,152.2174,46.912,76.96
-32.6441,152.8116,43.272,70.99
-32.6441,153.4058,38.798,63.65
-32.6441,154.0,33.926,55.65
-32.0763,113.0,10.883,17.85
-32.0763,113.5942,13.818,22.67
-32.0763,114.1884,16.692,27.38
-32.0763,114.7826,19.097,31.33
-32.0763,115.3768,20.608,33.81
-32.0763,115.971,20.926,34.33
-32.0763,116.5652,19.997,32.8
-32.0763,117.1594,18.025,29.57
-32.0763,117.7536,15.388,25.24
-32.0763,118.3478,12.499,20.5
-32.0763,118.942,9.695,15.9
-32.0763,119.5362,7.197,11.81
-32.0763,120.1304,5.114,8.39
-32.0763,120.7246,3.475,5.7
-32.0763,121.3188,2.256,3.7
-32.0763,121.913,1.397,2.29
-32.0763,122.5072,0.824,1.35
-32.0763,132.6087,0.673,1.1
-32.0763,133.2029,1.032,1.69
-32.0763,133.7971,1.542,2.53
-32.0763,134.3913,2.233,3.66
-32.0763,134.9855,3.123,5.12
-32.0763,135.5797,4.204,6.9
-32.0763,136.1739,5.438,8.92
-32.0763,136.7681,6.756,11.08
-32.0763,137.3623,8.073,13.24
-32.0763,137.9565,9.298,15.25
-32.0763,138.5507,10.363,17.0
-32.0763,139.1449,11.239,18.44
-32.0763,139.7391,11.945,19.6
-32.0763,140.3333,12.542,20.57
-32.0763,140.9275,13.118,21.52
-32.0763,141.5217,13.768,22.59
-32.0763,142.1159,14.573,23.91
-32.0763,142.7101,15.591,25.58
-32.0763,143.3043,16.852,27.65
-32.0763,143.8986,18.365,30.13
-32.0763,144.4928,20.124,33.01
-32.0763,145.087,22.115,36.28
-32.0763,145.6812,24.322,39.9
-32.0763,146.2754,26.727,43.84
-32.0763,146.8696,29.309,48.08
-32.0763,147.4638,32.041,52.56
-32.0763,148.058,34.881,57.22
-32.0763,148.6522,37.752,61.93
-32.0763,149.2464,40.514,66.46
-32.0763,149.8406,42.94,70.44
-32.0763,150.4348,44.725,73.37
-32.0763,151.029,45.543,74.71
-32.0763,151.6232,45.14,74.05
-32.0763,152.2174,43.43,71.25
-32.0763,152.8116,40.535,66.5
-32.0763,153.4058,36.747,60.28
-32.0763,154.0,32.439,53.22
-31.5085,113.0,10.652,17.47
-31.5085,113.5942,13.505,22.15
-31.5085,114.1884,16.291,26.72
-31.5085,114.7826,18.618,30.54
-31.5085,115.3768,20.079,32.94
-31.5085,115.971,20.389,33.45
-31.5085,116.5652,19.496,31.98
-31.5085,117.1594,17.593,28.86
-31.5085,117.7536,15.041,24.67
-31.5085,118.3478,12.235,20.07
-31.5085,118.942,9.503,15.59
-31.5085,119.5362,7.061,11.58
-31.5085,120.1304,5.021,8.24
-31.5085,120.7246,3.414,5.6
-31.5085,121.3188,2.216,3.64
-31.5085,121.913,1.372,2.25
-31.5085,122.5072,0.81,1.33
-31.5085,133.2029,0.741,1.22
-31.5085,133.7971,1.098,1.8
-31.5085,134.3913,1.58,2.59
-31.5085,134.9855,2.201,3.61
-31.5085,135.5797,2.955,4.85
-31.5085,136.1739,3.82,6.27
-31.5085,136.7681,4.754,7.8
-31.5085,137.3623,5.701,9.35
-31.5085,137.9565,6.604,10.83
-31.5085,138.5507,7.419,12.17
-31.5085,139.1449,8.131,13.34
-31.5085,139.7391,8.751,14.36
-31.5085,140.3333,9.323,15.29
-31.5085,140.9275,9.906,16.25
-31.5085,141.5217,10.566,17.33
-31.5085,142.1159,11.359,18.63
-31.5085,142.7101,12.329,20.23
-31.5085,143.3043,13.5,22.15
-31.5085,143.8986,14.885,24.42
-31.5085,144.4928,16.483,27.04
-31.5085,145.087,18.289,30.0
-31.5085,145.6812,20.293,33.29
-31.5085,146.2754,22.484,36.88
-31.5085,146.8696,24.846,40.76
-31.5085,147.4638,27.359,44.88
-31.5085,148.058,29.992,49.2
-31.5085,148.6522,32.686,53.62
-31.5085,149.2464,35.331,57.96
-31.5085,149.8406,37.746,61.92
-31.5085,150.4348,39.676,65.09
-31.5085,151.029,40.833,66.99
-31.5085,151.6232,40.969,67.21
-31.5085,152.2174,39.951,65.54
-31.5085,152.8116,37.812,62.03
-31.5085,153.4058,34.742,56.99
-31.5085,154.0,31.028,50.9
-30.9407,113.0,9.738,15.97
-30.9407,113.5942,12.302,20.18
-30.9407,114.1884,14.788,24.26
-30.9407,114.7826,16.854,27.65
-30.9407,115.3768,18.149,29.77
-30.9407,115.971,18.43,30.23
-30.9407,116.5652,17.649,28.95
-30.9407,117.1594,15.97,26.2
-30.9407,117.7536,13.701,22.48
-30.9407,118.3478,11.186,18.35
-30.9407,118.942,8.716,14.3
-30.9407,119.5362,6.493,10.65
-30.9407,120.1304,4.625,7.59
-30.9407,120.7246,3.148,5.16
-30.9407,121.3188,2.045,3.35
-30.9407,121.913,1.267,2.08
-30.9407,122.5072,0.748,1.23
-30.9407,133.2029,0.513,0.84
-30.9407,133.7971,0.752,1.23
-30.9407,134.3913,1.074,1.76
-30.9407,134.9855,1.487,2.44
-30.9407,135.5797,1.991,3.27
-30.9407,136.1739,2.573,4.22
-30.9407,136.7681,3.208,5.26
-30.9407,137.3623,3.865,6.34
-30.9407,137.9565,4.511,7.4
-30.9407,138.5507,5.121,8.4
-30.9407,139.1449,5.685,9.33
-30.9407,139.7391,6.215,10.2
-30.9407,140.3333,6.737,11.05
-30.9407,140.9275,7.29,11.96
-30.9407,141.5217,7.916,12.99
-30.9407,142.1159,8.656,14.2
-30.9407,142.7101,9.541,15.65
-30.9407,143.3043,10.591,17.37
-30.9407,143.8986,11.821,19.39
-30.9407,144.4928,13.236,21.71
-30.9407,145.087,14.841,24.35
-30.9407,145.6812,16.634,27.29
-30.9407,146.2754,18.613,30.53
-30.9407,146.8696,20.769,34.07
-30.9407,147.4638,23.092,37.88
-30.9407,148.058,25.559,41.93
-30.9407,148.6522,28.125,46.14
-30.9407,149.2464,30.702,50.37
-30.9407,149.8406,33.149,54.38
-30.9407,150.4348,35.257,57.84
-30.9407,151.029,36.777,60.33
-30.9407,151.6232,37.463,61.46
-30.9407,152.2174,37.138,60.92
-30.9407,152.8116,35.741,58.63
-30.9407,153.4058,33.35,54.71
-30.9407,154.0,30.167,49.49
-30.3729,113.0,8.337,13.68
-30.3729,113.5942,10.48,17.19
-30.3729,114.1884,12.539,20.57
-30.3729,114.7826,14.237,23.36
-30.3729,115.3768,15.3,25.1
-30.3729,115.971,15.537,25.49
-30.3729,116.5652,14.91,24.46
-30.3729,117.1594,13.542,22.22
-30.3729,117.7536,11.673,19.15
-30.3729,118.3478,9.577,15.71
-30.3729,118.942,7.495,12.3
-30.3729,119.5362,5.602,9.19
-30.3729,120.1304,4.0,6.56
-30.3729,120.7246,2.726,4.47
-30.3729,121.3188,1.773,2.91
-30.3729,121.913,1.098,1.8
-30.3729,122.5072,0.648,1.06
-30.3729,133.7971,0.501,0.82
-30.3729,134.3913,0.708,1.16
-30.3729,134.9855,0.974,1.6
-30.3729,135.5797,1.299,2.13
-30.3729,136.1739,1.677,2.75
-30.3729,136.7681,2.097,3.44
-30.3729,137.3623,2.54,4.17
-30.3729,137.9565,2.992,4.91
-30.3729,138.5507,3.438,5.64
-30.3729,139.1449,3.875,6.36
-30.3729,139.7391,4.311,7.07
-30.3729,140.3333,4.762,7.81
-30.3729,140.9275,5.253,8.62
-30.3729,141.5217,5.812,9.53
-30.3729,142.1159,6.466,10.61
-30.3729,142.7101,7.236,11.87
-30.3729,143.3043,8.143,13.36
-30.3729,143.8986,9.202,15.1
-30.3729,144.4928,10.424,17.1
-30.3729,145.087,11.821,19.39
-30.3729,145.6812,13.403,21.99
-30.3729,146.2754,15.176,24.9
-30.3729,146.8696,17.146,28.13
-30.3729,147.4638,19.312,31.68
-30.3729,148.058,21.664,35.54
-30.3729,148.6522,24.17,39.65
-30.3729,149.2464,26.769,43.91
-30.3729,149.8406,29.349,48.15
-30.3729,150.4348,31.74,52.07
-30.3729,151.029,33.718,55.31
-30.3729,151.6232,35.026,57.46
-30.3729,152.2174,35.423,58.11
-30.3729,152.8116,34.744,57.0
-30.3729,153.4058,32.953,54.06
-30.3729,154.0,30.173,49.5
-29.8051,113.0,6.704,11.0
-29.8051,113.5942,8.385,13.76
-29.8051,114.1884,9.983,16.38
-29.8051,114.7826,11.29,18.52
-29.8051,115.3768,12.107,19.86
-29.8051,115.971,12.295,20.17
-29.8051,116.5652,11.824,19.4
-29.8051,117.1594,10.782,17.69
-29.8051,117.7536,9.34,15.32
-29.8051,118.3478,7.701,12.63
-29.8051,118.942,6.054,9.93
-29.8051,119.5362,4.54,7.45
-29.8051,120.1304,3.249,5.33
-29.8051,120.7246,2.218,3.64
-29.8051,121.3188,1.443,2.37
-29.8051,121.913,0.895,1.47
-29.8051,122.5072,0.528,0.87
-29.8051,134.9855,0.624,1.02
-29.8051,135.5797,0.829,1.36
-29.8051,136.1739,1.07,1.76
-29.8051,136.7681,1.341,2.2
-29.8051,137.3623,1.636,2.68
-29.8051,137.9565,1.946,3.19
-29.8051,138.5507,2.266,3.72
-29.8051,139.1449,2.596,4.26
-29.8051,139.7391,2.941,4.82
-29.8051,140.3333,3.311,5.43
-29.8051,140.9275,3.723,6.11
-29.8051,141.5217,4.193,6.88
-29.8051,142.1159,4.741,7.78
-29.8051,142.7101,5.384,8.83
-29.8051,143.3043,6.14,10.07
-29.8051,143.8986,7.024,11.52
-29.8051,144.4928,8.054,13.21
-29.8051,145.087,9.247,15.17
-29.8051,145.6812,10.624,17.43
-29.8051,146.2754,12.204,20.02
-29.8051,146.8696,14.006,22.98
-29.8051,147.4638,16.045,26.32
-29.8051,148.058,18.326,30.06
-29.8051,148.6522,20.84,34.19
-29.8051,149.2464,23.548,38.63
-29.8051,149.8406,26.368,43.26
-29.8051,150.4348,29.159,47.83
-29.8051,151.029,31.707,52.01
-29.8051,151.6232,33.721,55.32
-29.8051,152.2174,34.876,57.21
-29.8051,152.8116,34.887,57.23
-29.8051,153.4058,33.602,55.12
-29.8051,154.0,31.076,50.98
-29.2373,113.0,5.075,8.33
-29.2373,113.5942,6.32,10.37
-29.2373,114.1884,7.493,12.29
-29.2373,114.7826,8.446,13.86
-29.2373,115.3768,9.039,14.83
-29.2373,115.971,9.179,15.06
-29.2373,116.5652,8.845,14.51
-29.2373,117.1594,8.093,13.28
-29.2373,117.7536,7.04,11.55
-29.2373,118.3478,5.83,9.56
-29.2373,118.942,4.6,7.55
-29.2373,119.5362,3.46,5.68
-29.2373,120.1304,2.481,4.07
-29.2373,120.7246,1.696,2.78
-29.2373,121.3188,1.104,1.81
-29.2373,121.913,0.685,1.12
-29.2373,135.5797,0.524,0.86
-29.2373,136.1739,0.675,1.11
-29.2373,136.7681,0.849,1.39
-29.2373,137.3623,1.043,1.71
-29.2373,137.9565,1.253,2.06
-29.2373,138.5507,1.479,2.43
-29.2373,139.1449,1.721,2.82
-29.2373,139.7391,1.984,3.25
-29.2373,140.3333,2.273,3.73
-29.2373,140.9275,2.6,4.27
-29.2373,141.5217,2.977,4.88
-29.2373,142.1159,3.416,5.6
-29.2373,142.7101,3.932,6.45
-29.2373,143.3043,4.54,7.45
-29.2373,143.8986,5.258,8.63
-29.2373,144.4928,6.107,10.02
-29.2373,145.087,7.111,11.67
-29.2373,145.6812,8.297,13.61
-29.2373,146.2754,9.698,15.91
-29.2373,146.8696,11.349,18.62
-29.2373,147.4638,13.28,21.79
-29.2373,148.058,15.519,25.46
-29.2373,148.6522,18.078,29.66
-29.2373,149.2464,20.945,34.36
-29.2373,149.8406,24.069,39.48
-29.2373,150.4348,27.331,44.84
-29.2373,151.029,30.513,50.06
-29.2373,151.6232,33.276,54.59
-29.2373,152.2174,35.192,57.73
-29.2373,152.8116,35.845,58.8
-29.2373,153.4058,34.968,57.36
-29.2373,154.0,32.565,53.42
-28.6695,113.0,3.62,5.94
-28.6695,113.5942,4.495,7.37
-28.6695,114.1884,5.312,8.71
-28.6695,114.7826,5.973,9.8
-28.6695,115.3768,6.383,10.47
-28.6695,115.971,6.482,10.63
-28.6695,116.5652,6.255,10.26
-28.6695,117.1594,5.738,9.41
-28.6695,117.7536,5.007,8.21
-28.6695,118.3478,4.159,6.82
-28.6695,118.942,3.291,5.4
-28.6695,119.5362,2.48,4.07
-28.6695,120.1304,1.781,2.92
-28.6695,120.7246,1.218,2.0
-28.6695,121.3188,0.794,1.3
-28.6695,136.7681,0.536,0.88
-28.6695,137.3623,0.662,1.09
-28.6695,137.9565,0.804,1.32
-28.6695,138.5507,0.96,1.57
-28.6695,139.1449,1.133,1.86
-28.6695,139.7391,1.326,2.18
-28.6695,140.3333,1.543,2.53
-28.6695,140.9275,1.791,2.94
-28.6695,141.5217,2.08,3.41
-28.6695,142.1159,2.417,3.97
-28.6695,142.7101,2.817,4.62
-28.6695,143.3043,3.293,5.4
-28.6695,143.8986,3.862,6.34
-28.6695,144.4928,4.549,7.46
-28.6695,145.087,5.381,8.83
-28.6695,145.6812,6.395,10.49
-28.6695,146.2754,7.633,12.52
-28.6695,146.8696,9.143,15.0
-28.6695,147.4638,10.975,18.0
-28.6695,148.058,13.173,21.61
-28.6695,148.6522,15.775,25.88
-28.6695,149.2464,18.795,30.83
-28.6695,149.8406,22.212,36.44
-28.6695,150.4348,25.925,42.53
-28.6695,151.029,29.708,48.74
-28.6695,151.6232,33.169,54.41
-28.6695,152.2174,35.776,58.69
-28.6695,152.8116,36.982,60.67
-28.6695,153.4058,36.417,59.74
-28.6695,154.0,34.05,55.86
-28.1017,113.0,2.433,3.99
-28.1017,113.5942,3.015,4.95
-28.1017,114.1884,3.557,5.84
-28.1017,114.7826,3.993,6.55
-28.1017,115.3768,4.263,6.99
-28.1017,115.971,4.33,7.1
-28.1017,116.5652,4.182,6.86
-28.1017,117.1594,3.842,6.3
-28.1017,117.7536,3.359,5.51
-28.1017,118.3478,2.796,4.59
-28.1017,118.942,2.216,3.64
-28.1017,119.5362,1.672,2.74
-28.1017,120.1304,1.202,1.97
-28.1017,120.7246,0.822,1.35
-28.1017,121.3188,0.536,0.88
-28.1017,137.9565,0.515,0.84
-28.1017,138.5507,0.621,1.02
-28.1017,139.1449,0.741,1.22
-28.1017,139.7391,0.878,1.44
-28.1017,140.3333,1.035,1.7
-28.1017,140.9275,1.216,1.99
-28.1017,141.5217,1.428,2.34
-28.1017,142.1159,1.679,2.75
-28.1017,142.7101,1.979,3.25
-28.1017,143.3043,2.342,3.84
-28.1017,143.8986,2.784,4.57
-28.1017,144.4928,3.331,5.46
-28.1017,145.087,4.014,6.58
-28.1017,145.6812,4.873,7.99
-28.1017,146.2754,5.961,9.78
-28.1017,146.8696,7.335,12.03
-28.1017,147.4638,9.059,14.86
-28.1017,148.058,11.194,18.36
-28.1017,148.6522,13.796,22.63
-28.1017,149.2464,16.904,27.73
-28.1017,149.8406,20.518,33.66
-28.1017,150.4348,24.559,40.29
-28.1017,151.029,28.792,47.23
-28.1017,151.6232,32.782,53.78
-28.1017,152.2174,35.91,58.91
-28.1017,152.8116,37.525,61.56
-28.1017,153.4058,37.178,60.99
-28.1017,154.0,34.82,57.12
-27.5339,113.0,1.54,2.53
-27.5339,113.5942,1.906,3.13
-27.5339,114.1884,2.246,3.68
-27.5339,114.7826,2.519,4.13
-27.5339,115.3768,2.689,4.41
-27.5339,115.971,2.731,4.48
-27.5339,116.5652,2.639,4.33
-27.5339,117.1594,2.427,3.98
-27.5339,117.7536,2.124,3.48
-27.5339,118.3478,1.77,2.9
-27.5339,118.942,1.404,2.3
-27.5339,119.5362,1.06,1.74
-27.5339,120.1304,0.762,1.25
-27.5339,120.7246,0.522,0.86
-27.5339,139.7391,0.575,0.94
-27.5339,140.3333,0.684,1.12
-27.5339,140.9275,0.812,1.33
-27.5339,141.5217,0.963,1.58
-27.5339,142.1159,1.144,1.88
-27.5339,142.7101,1.364,2.24
-27.5339,143.3043,1.634,2.68
-27.5339,143.8986,1.971,3.23
-27.5339,144.4928,2.4,3.94
-27.5339,145.087,2.954,4.85
-27.5339,145.6812,3.677,6.03
-27.5339,146.2754,4.624,7.59
-27.5339,146.8696,5.86,9.61
-27.5339,147.4638,7.456,12.23
-27.5339,148.058,9.485,15.56
-27.5339,148.6522,12.013,19.71
-27.5339,149.2464,15.093,24.76
-27.5339,149.8406,18.745,30.75
-27.5339,150.4348,22.901,37.57
-27.5339,151.029,27.328,44.83
-27.5339,151.6232,31.569,51.79
-27.5339,152.2174,34.959,57.35
-27.5339,152.8116,36.791,60.35
-27.5339,153.4058,36.576,60.0
-27.5339,154.0,34.265,56.21
-26.9661,113.0,0.917,1.5
-26.9661,113.5942,1.134,1.86
-26.9661,114.1884,1.336,2.19
-26.9661,114.7826,1.498,2.46
-26.9661,115.3768,1.598,2.62
-26.9661,115.971,1.623,2.66
-26.9661,116.5652,1.569,2.57
-26.9661,117.1594,1.443,2.37
-26.9661,117.7536,1.264,2.07
-26.9661,118.3478,1.054,1.73
-26.9661,118.942,0.836,1.37
-26.9661,119.5362,0.632,1.04
-26.9661,140.9275,0.532,0.87
-26.9661,141.5217,0.637,1.04
-26.9661,142.1159,0.764,1.25
-26.9661,142.7101,0.921,1.51
-26.9661,143.3043,1.118,1.83
-26.9661,143.8986,1.371,2.25
-26.9661,144.4928,1.704,2.8
-26.9661,145.087,2.148,3.52
-26.9661,145.6812,2.748,4.51
-26.9661,146.2754,3.561,5.84
-26.9661,146.8696,4.652,7.63
-26.9661,147.4638,6.094,10.0
-26.9661,148.058,7.963,13.06
-26.9661,148.6522,10.328,16.94
-26.9661,149.2464,13.247,21.73
-26.9661,149.8406,16.743,27.47
-26.9661,150.4348,20.756,34.05
-26.9661,151.029,25.066,41.12
-26.9661,151.6232,29.222,47.94
-26.9661,152.2174,32.568,53.43
-26.9661,152.8116,34.405,56.44
-26.9661,153.4058,34.256,56.2
-26.9661,154.0,32.08,52.63
-26.3983,113.0,0.513,0.84
-26.3983,113.5942,0.635,1.04
-26.3983,114.1884,0.748,1.23
-26.3983,114.7826,0.838,1.37
-26.3983,115.3768,0.894,1.47
-26.3983,115.971,0.908,1.49
-26.3983,116.5652,0.878,1.44
-26.3983,117.1594,0.808,1.33
-26.3983,117.7536,0.707,1.16
-26.3983,118.3478,0.59,0.97
-26.3983,142.7101,0.609,1.0
-26.3983,143.3043,0.75,1.23
-26.3983,143.8986,0.937,1.54
-26.3983,144.4928,1.191,1.95
-26.3983,145.087,1.543,2.53
-26.3983,145.6812,2.033,3.34
-26.3983,146.2754,2.716,4.46
-26.3983,146.8696,3.654,5.99
-26.3983,147.4638,4.918,8.07
-26.3983,148.058,6.577,10.79
-26.3983,148.6522,8.696,14.27
-26.3983,149.2464,11.326,18.58
-26.3983,149.8406,14.485,23.76
-26.3983,150.4348,18.115,29.72
-26.3983,151.029,22.011,36.11
-26.3983,151.6232,25.764,42.27
-26.3983,152.2174,28.783,47.22
-26.3983,152.8116,30.441,49.94
-26.3983,153.4058,30.317,49.73
-26.3983,154.0,28.385,46.56
-25.8305,143.8986,0.63,1.03
-25.8305,144.4928,0.821,1.35
-25.8305,145.087,1.094,1.79
-25.8305,145.6812,1.485,2.44
-25.8305,146.2754,2.044,3.35
-25.8305,146.8696,2.826,4.64
-25.8305,147.4638,3.893,6.39
-25.8305,148.058,5.307,8.71
-25.8305,148.6522,7.12,11.68
-25.8305,149.2464,9.37,15.37
-25.8305,149.8406,12.062,19.79
-25.8305,150.4348,15.135,24.83
-25.8305,151.029,18.409,30.2
-25.8305,151.6232,21.54,35.34
-25.8305,152.2174,24.038,39.43
-25.8305,152.8116,25.397,41.66
-25.8305,153.4058,25.282,41.47
-25.8305,154.0,23.682,38.85
-25.2627,144.4928,0.556,0.91
-25.2627,145.087,0.763,1.25
-25.2627,145.6812,1.067,1.75
-25.2627,146.2754,1.51,2.48
-25.2627,146.8696,2.138,3.51
-25.2627,147.4638,3.005,4.93
-25.2627,148.058,4.158,6.82
-25.2627,148.6522,5.637,9.25
-25.2627,149.2464,7.465,12.25
-25.2627,149.8406,9.634,15.8
-25.2627,150.4348,12.079,19.82
-25.2627,151.029,14.648,24.03
-25.2627,151.6232,17.071,28.0
-25.2627,152.2174,18.979,31.13
-25.2627,152.8116,20.001,32.81
-25.2627,153.4058,19.896,32.64
-25.2627,154.0,18.663,30.62
-24.6949,145.087,0.523,0.86
