Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2633,Cocoa Beans and products,2020,2020,million Kcal,237281.01,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2633,Cocoa Beans and products,2020,2020,g/cap/d,0.77,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2633,Cocoa Beans and products,2020,2020,t,7223.18,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2633,Cocoa Beans and products,2020,2020,g/cap/d,1.32,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2633,Cocoa Beans and products,2020,2020,t,12436.37,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5611,Import quantity,S2633,Cocoa Beans and products,2021,2021,1000 t,102,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5072,Stock Variation,S2633,Cocoa Beans and products,2021,2021,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5911,Export quantity,S2633,Cocoa Beans and products,2021,2021,1000 t,30,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5301,Domestic supply quantity,S2633,Cocoa Beans and products,2021,2021,1000 t,72,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5131,Processing,S2633,Cocoa Beans and products,2021,2021,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5170,Residuals,S2633,Cocoa Beans and products,2021,2021,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5142,Food,S2633,Cocoa Beans and products,2021,2021,1000 t,72,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,645,Food supply quantity (kg/capita/yr),S2633,Cocoa Beans and products,2021,2021,kg/cap,2.78,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,664,Food supply (kcal/capita/day),S2633,Cocoa Beans and products,2021,2021,kcal/cap/d,22.31,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2633,Cocoa Beans and products,2021,2021,million Kcal,211372.88,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2633,Cocoa Beans and products,2021,2021,g/cap/d,0.73,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2633,Cocoa Beans and products,2021,2021,t,6953.84,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2633,Cocoa Beans and products,2021,2021,g/cap/d,1.15,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2633,Cocoa Beans and products,2021,2021,t,10912.87,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5611,Import quantity,S2633,Cocoa Beans and products,2022,2022,1000 t,105,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5072,Stock Variation,S2633,Cocoa Beans and products,2022,2022,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5911,Export quantity,S2633,Cocoa Beans and products,2022,2022,1000 t,25,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5301,Domestic supply quantity,S2633,Cocoa Beans and products,2022,2022,1000 t,80,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5131,Processing,S2633,Cocoa Beans and products,2022,2022,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5170,Residuals,S2633,Cocoa Beans and products,2022,2022,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5142,Food,S2633,Cocoa Beans and products,2022,2022,1000 t,80,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,645,Food supply quantity (kg/capita/yr),S2633,Cocoa Beans and products,2022,2022,kg/cap,3.04,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,664,Food supply (kcal/capita/day),S2633,Cocoa Beans and products,2022,2022,kcal/cap/d,25.21,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2633,Cocoa Beans and products,2022,2022,million Kcal,241057.78,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2633,Cocoa Beans and products,2022,2022,g/cap/d,0.81,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2633,Cocoa Beans and products,2022,2022,t,7731.63,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2633,Cocoa Beans and products,2022,2022,g/cap/d,1.31,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2633,Cocoa Beans and products,2022,2022,t,12508.85,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5611,Import quantity,S2633,Cocoa Beans and products,2023,2023,1000 t,97,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5072,Stock Variation,S2633,Cocoa Beans and products,2023,2023,1000 t,-3,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5911,Export quantity,S2633,Cocoa Beans and products,2023,2023,1000 t,22,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5301,Domestic supply quantity,S2633,Cocoa Beans and products,2023,2023,1000 t,78,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5131,Processing,S2633,Cocoa Beans and products,2023,2023,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5170,Residuals,S2633,Cocoa Beans and products,2023,2023,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5142,Food,S2633,Cocoa Beans and products,2023,2023,1000 t,78,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,645,Food supply quantity (kg/capita/yr),S2633,Cocoa Beans and products,2023,2023,kg/cap,2.93,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,664,Food supply (kcal/capita/day),S2633,Cocoa Beans and products,2023,2023,kcal/cap/d,26.48,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2633,Cocoa Beans and products,2023,2023,million Kcal,255690.22,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2633,Cocoa Beans and products,2023,2023,g/cap/d,0.79,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2633,Cocoa Beans and products,2023,2023,t,7643.04,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2633,Cocoa Beans and products,2023,2023,g/cap/d,1.39,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2633,Cocoa Beans and products,2023,2023,t,13446.04,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5611,Import quantity,S2635,Tea (including mate),2016,2016,1000 t,23,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5072,Stock Variation,S2635,Tea (including mate),2016,2016,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5911,Export quantity,S2635,Tea (including mate),2016,2016,1000 t,2,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5301,Domestic supply quantity,S2635,Tea (including mate),2016,2016,1000 t,21,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5170,Residuals,S2635,Tea (including mate),2016,2016,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5142,Food,S2635,Tea (including mate),2016,2016,1000 t,21,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,645,Food supply quantity (kg/capita/yr),S2635,Tea (including mate),2016,2016,kg/cap,0.86,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,664,Food supply (kcal/capita/day),S2635,Tea (including mate),2016,2016,kcal/cap/d,0.35,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2635,Tea (including mate),2016,2016,million Kcal,3117.33,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2635,Tea (including mate),2016,2016,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2635,Tea (including mate),2016,2016,t,222.5,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2635,Tea (including mate),2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2635,Tea (including mate),2016,2016,t,33.41,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5611,Import quantity,S2635,Tea (including mate),2017,2017,1000 t,15,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5072,Stock Variation,S2635,Tea (including mate),2017,2017,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5911,Export quantity,S2635,Tea (including mate),2017,2017,1000 t,2,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5301,Domestic supply quantity,S2635,Tea (including mate),2017,2017,1000 t,14,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5170,Residuals,S2635,Tea (including mate),2017,2017,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5142,Food,S2635,Tea (including mate),2017,2017,1000 t,14,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,645,Food supply quantity (kg/capita/yr),S2635,Tea (including mate),2017,2017,kg/cap,0.55,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,664,Food supply (kcal/capita/day),S2635,Tea (including mate),2017,2017,kcal/cap/d,0.22,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2635,Tea (including mate),2017,2017,million Kcal,1999.28,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2635,Tea (including mate),2017,2017,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2635,Tea (including mate),2017,2017,t,146.77,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2635,Tea (including mate),2017,2017,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2635,Tea (including mate),2017,2017,t,21.79,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5611,Import quantity,S2635,Tea (including mate),2018,2018,1000 t,15,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5072,Stock Variation,S2635,Tea (including mate),2018,2018,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5911,Export quantity,S2635,Tea (including mate),2018,2018,1000 t,2,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5301,Domestic supply quantity,S2635,Tea (including mate),2018,2018,1000 t,13,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5170,Residuals,S2635,Tea (including mate),2018,2018,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5142,Food,S2635,Tea (including mate),2018,2018,1000 t,13,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,645,Food supply quantity (kg/capita/yr),S2635,Tea (including mate),2018,2018,kg/cap,0.51,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,664,Food supply (kcal/capita/day),S2635,Tea (including mate),2018,2018,kcal/cap/d,0.2,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2635,Tea (including mate),2018,2018,million Kcal,1876.93,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2635,Tea (including mate),2018,2018,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2635,Tea (including mate),2018,2018,t,140.85,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2635,Tea (including mate),2018,2018,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2635,Tea (including mate),2018,2018,t,20.73,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5611,Import quantity,S2635,Tea (including mate),2019,2019,1000 t,16,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5072,Stock Variation,S2635,Tea (including mate),2019,2019,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5911,Export quantity,S2635,Tea (including mate),2019,2019,1000 t,2,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5301,Domestic supply quantity,S2635,Tea (including mate),2019,2019,1000 t,13,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5170,Residuals,S2635,Tea (including mate),2019,2019,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5142,Food,S2635,Tea (including mate),2019,2019,1000 t,13,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,645,Food supply quantity (kg/capita/yr),S2635,Tea (including mate),2019,2019,kg/cap,0.52,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,664,Food supply (kcal/capita/day),S2635,Tea (including mate),2019,2019,kcal/cap/d,0.21,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2635,Tea (including mate),2019,2019,million Kcal,1918.44,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2635,Tea (including mate),2019,2019,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2635,Tea (including mate),2019,2019,t,148.18,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2635,Tea (including mate),2019,2019,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2635,Tea (including mate),2019,2019,t,21.57,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5611,Import quantity,S2635,Tea (including mate),2020,2020,1000 t,15,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5072,Stock Variation,S2635,Tea (including mate),2020,2020,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5911,Export quantity,S2635,Tea (including mate),2020,2020,1000 t,2,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5301,Domestic supply quantity,S2635,Tea (including mate),2020,2020,1000 t,13,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5170,Residuals,S2635,Tea (including mate),2020,2020,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5142,Food,S2635,Tea (including mate),2020,2020,1000 t,13,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,645,Food supply quantity (kg/capita/yr),S2635,Tea (including mate),2020,2020,kg/cap,0.5,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,664,Food supply (kcal/capita/day),S2635,Tea (including mate),2020,2020,kcal/cap/d,0.2,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2635,Tea (including mate),2020,2020,million Kcal,1901.99,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2635,Tea (including mate),2020,2020,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2635,Tea (including mate),2020,2020,t,140.26,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2635,Tea (including mate),2020,2020,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2635,Tea (including mate),2020,2020,t,20.79,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5611,Import quantity,S2635,Tea (including mate),2021,2021,1000 t,16,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5072,Stock Variation,S2635,Tea (including mate),2021,2021,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5911,Export quantity,S2635,Tea (including mate),2021,2021,1000 t,2,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5301,Domestic supply quantity,S2635,Tea (including mate),2021,2021,1000 t,14,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5170,Residuals,S2635,Tea (including mate),2021,2021,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5142,Food,S2635,Tea (including mate),2021,2021,1000 t,14,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,645,Food supply quantity (kg/capita/yr),S2635,Tea (including mate),2021,2021,kg/cap,0.53,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,664,Food supply (kcal/capita/day),S2635,Tea (including mate),2021,2021,kcal/cap/d,0.22,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2635,Tea (including mate),2021,2021,million Kcal,2055.8,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2635,Tea (including mate),2021,2021,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2635,Tea (including mate),2021,2021,t,144.45,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2635,Tea (including mate),2021,2021,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2635,Tea (including mate),2021,2021,t,21.84,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5611,Import quantity,S2635,Tea (including mate),2022,2022,1000 t,16,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5072,Stock Variation,S2635,Tea (including mate),2022,2022,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5911,Export quantity,S2635,Tea (including mate),2022,2022,1000 t,2,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5301,Domestic supply quantity,S2635,Tea (including mate),2022,2022,1000 t,14,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5170,Residuals,S2635,Tea (including mate),2022,2022,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5142,Food,S2635,Tea (including mate),2022,2022,1000 t,14,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,645,Food supply quantity (kg/capita/yr),S2635,Tea (including mate),2022,2022,kg/cap,0.55,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,664,Food supply (kcal/capita/day),S2635,Tea (including mate),2022,2022,kcal/cap/d,0.22,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2635,Tea (including mate),2022,2022,million Kcal,2108.27,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2635,Tea (including mate),2022,2022,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2635,Tea (including mate),2022,2022,t,153.85,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2635,Tea (including mate),2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2635,Tea (including mate),2022,2022,t,22.9,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5611,Import quantity,S2635,Tea (including mate),2023,2023,1000 t,13,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5072,Stock Variation,S2635,Tea (including mate),2023,2023,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5911,Export quantity,S2635,Tea (including mate),2023,2023,1000 t,2,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5301,Domestic supply quantity,S2635,Tea (including mate),2023,2023,1000 t,11,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5170,Residuals,S2635,Tea (including mate),2023,2023,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,5142,Food,S2635,Tea (including mate),2023,2023,1000 t,11,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,645,Food supply quantity (kg/capita/yr),S2635,Tea (including mate),2023,2023,kg/cap,0.41,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,664,Food supply (kcal/capita/day),S2635,Tea (including mate),2023,2023,kcal/cap/d,0.17,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,661,Food supply (kcal),S2635,Tea (including mate),2023,2023,million Kcal,1602.64,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,674,Protein supply quantity (g/capita/day),S2635,Tea (including mate),2023,2023,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,671,Protein supply quantity (t),S2635,Tea (including mate),2023,2023,t,116.98,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),36,Australia,684,Fat supply quantity (g/capita/day),S2635,Tea (including mate),2023,2023,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),36,Australia,681,Fat supply quantity (t),S2635,Tea (including mate),2023,2023,t,17.41,I,Value imputed by a receiving agency,
